answer,num_guesses,won,guesses
fifty,6,True,raise pilot width kitty minty fifty
sense,5,True,raise loose dense tense sense
giant,3,True,raise tidal giant
surly,4,True,raise short scrub surly
legal,4,True,raise cleat pedal legal
fatal,5,True,raise tangy caput waltz fatal
flunk,3,True,raise mulch flunk
began,4,True,raise cleat kebab began
prune,4,True,raise trope prude prune
small,5,True,raise stalk scald shall small
slant,3,True,raise stalk slant
scoff,5,True,raise stunk scowl scoop scoff
torus,3,True,raise short torus
ninny,4,True,raise pilot windy ninny
covey,4,True,raise betel woven covey
viper,4,True,raise diner liver viper
taken,3,True,raise navel taken
moral,4,True,raise adorn molar moral
vogue,3,True,raise lunge vogue
owing,4,True,raise glint doing owing
token,4,True,raise betel unmet token
entry,3,True,raise deter entry
booth,4,True,raise mulch tooth booth
voter,4,True,raise deter outer voter
chide,4,True,raise utile opine chide
elfin,3,True,raise linen elfin
ebony,3,True,raise betel ebony
neigh,4,True,raise edict feign neigh
minim,5,True,raise pilot windy cinch minim
melon,4,True,raise betel cello melon
kneed,4,True,raise betel cheek kneed
decoy,3,True,raise betel decoy
voila,3,True,raise align voila
ankle,5,True,raise blade ample angle ankle
arrow,4,True,raise adorn arbor arrow
mushy,5,True,raise stunk pushy bushy mushy
tribe,5,True,raise tripe trite trice tribe
cease,2,True,raise cease
eager,5,True,raise taper lager wager eager
birth,4,True,raise droit girth birth
graph,5,True,raise adorn tract gravy graph
odder,4,True,raise deter udder odder
terra,3,True,raise alert terra
weird,3,True,raise fried weird
tried,4,True,raise fried pried tried
clack,4,True,raise float black clack
color,4,True,raise court corny color
rough,3,True,raise ruddy rough
weigh,4,True,raise edict feign weigh
uncut,4,True,raise mulch count uncut
ladle,5,True,raise cable eagle maple ladle
strip,2,True,raise strip
craft,4,True,raise adorn tract craft
minus,4,True,raise stoic fishy minus
dicey,3,True,raise linen dicey
titan,3,True,raise tidal titan
lucid,4,True,raise pilot fluid lucid
vicar,4,True,raise trail cigar vicar
dress,3,True,raise cress dress
ditch,4,True,raise pilot width ditch
gypsy,3,True,raise floss gypsy
pasta,4,True,raise salon hasty pasta
taffy,6,False,raise tangy tatty tacky tabby tally
flame,4,True,raise blade plate flame
swoop,4,True,raise stunk scowl swoop
aloof,3,True,raise float aloof
sight,4,True,raise stoic sixth sight
broke,4,True,raise trope drove broke
teary,4,True,raise alert terra teary
chart,3,True,raise adorn chart
sixty,4,True,raise stoic sixth sixty
wordy,5,True,raise court donor world wordy
sheer,2,True,raise sheer
leper,5,True,raise deter never fewer leper
nosey,3,True,raise spelt nosey
bulge,3,True,raise lunge bulge
savor,2,True,raise savor
clamp,4,True,raise float black clamp
funky,5,True,raise mulch pudgy funny funky
foamy,3,True,raise float foamy
toxic,4,True,raise pilot toxin toxic
brand,3,True,raise adorn brand
plumb,3,True,raise mulch plumb
dingy,4,True,raise pilot windy dingy
butte,4,True,raise lunge queue butte
drill,4,True,raise print grill drill
tripe,2,True,raise tripe
bicep,4,True,raise linen dicey bicep
tenor,3,True,raise deter tenor
krill,5,True,raise print grill drill krill
worse,4,True,raise purse verse worse
drama,5,True,raise adorn drawl draft drama
hyena,4,True,raise cleat enema hyena
think,3,True,raise glint think
ratio,3,True,raise radio ratio
cobra,4,True,raise adorn ovary cobra
basil,5,True,raise basic basin basis basil
scrum,4,True,raise short scrub scrum
bused,4,True,raise spelt nosey bused
phone,4,True,raise lunge ozone phone
court,2,True,raise court
camel,5,True,raise navel label hazel camel
proof,6,True,raise court prong proxy prowl proof
heard,5,True,raise alert yearn beard heard
angel,4,True,raise cleat fella angel
petal,4,True,raise cleat metal petal
pouty,4,True,raise mulch pound pouty
throb,3,True,raise court throb
maybe,4,True,raise cable badge maybe
fetal,5,True,raise cleat metal petal fetal
sprig,3,True,raise strip sprig
spine,2,True,raise spine
shout,4,True,raise stunk spout shout
cadet,5,True,raise navel matey facet cadet
macro,4,True,raise party valor macro
dodgy,4,True,raise mulch goody dodgy
satyr,3,True,raise savor satyr
rarer,4,True,raise ramen racer rarer
binge,2,True,raise binge
trend,3,True,raise deter trend
nutty,5,True,raise mulch pudgy funny nutty
leapt,4,True,raise cleat leant leapt
amiss,2,True,raise amiss
split,3,True,raise stoic split
myrrh,3,True,raise court myrrh
width,3,True,raise pilot width
sonar,4,True,raise strap solar sonar
tower,4,True,raise deter tuber tower
baron,4,True,raise party carol baron
fever,4,True,raise deter never fever
waver,5,True,raise taper lager baker waver
spark,3,True,raise strap spark
belie,3,True,raise binge belie
sloop,4,True,raise stunk scowl sloop
expel,5,True,raise betel kneel excel expel
smote,3,True,raise stone smote
baler,4,True,raise taper lager baler
above,3,True,raise blade above
north,5,True,raise court forth worth north
wafer,6,True,raise taper lager baker waver wafer
scant,4,True,raise stalk shaft scant
frill,6,True,raise print grill drill krill frill
awash,3,True,raise slash awash
snack,4,True,raise stalk shank snack
scowl,3,True,raise stunk scowl
frail,3,True,raise trail frail
drift,3,True,raise print drift
limbo,4,True,raise pilot lingo limbo
fence,4,True,raise lunge penne fence
motel,4,True,raise betel hotel motel
ounce,4,True,raise lunge dunce ounce
wreak,6,False,raise alert dream break creak freak
revel,4,True,raise ruler rebel revel
talon,4,True,raise tangy taunt talon
prior,4,True,raise print primo prior
knelt,4,True,raise betel dwelt knelt
cello,3,True,raise betel cello
flake,5,True,raise blade plate flame flake
debug,3,True,raise betel debug
anode,3,True,raise blade anode
crime,5,True,raise tripe brine grime crime
salve,3,True,raise caste salve
scout,5,True,raise stunk spout shout scout
imbue,3,True,raise binge imbue
pinky,4,True,raise pilot picky pinky
stave,5,True,raise slate stage stake stave
vague,4,True,raise cable gauze vague
chock,3,True,raise mulch chock
fight,6,True,raise pilot night might wight fight
video,4,True,raise linen dicey video
stone,2,True,raise stone
teach,3,True,raise cleat teach
cleft,4,True,raise betel dwelt cleft
frost,4,True,raise crust tryst frost
prawn,4,True,raise adorn brawn prawn
booty,6,True,raise mulch goody booby boozy booty
twist,3,True,raise hoist twist
apnea,5,True,raise cleat beady annex apnea
stiff,4,True,raise stink still stiff
plaza,5,True,raise float black llama plaza
ledge,4,True,raise lunge lodge ledge
tweak,3,True,raise cleat tweak
board,4,True,raise adorn hoard board
grant,4,True,raise adorn crank grant
medic,4,True,raise linen fetid medic
bacon,4,True,raise tangy naval bacon
cable,2,True,raise cable
brawl,5,True,raise adorn tract gravy brawl
slunk,5,True,raise stunk skunk spunk slunk
raspy,2,True,raise raspy
forum,3,True,raise court forum
drone,4,True,raise trope drove drone
women,5,True,raise betel woven woken women
mucus,4,True,raise stunk pushy mucus
boast,5,True,raise slash coast toast boast
toddy,5,True,raise mulch goody dowdy toddy
coven,4,True,raise betel woven coven
tumor,4,True,raise court tutor tumor
truer,4,True,raise deter tuber truer
wrath,4,True,raise adorn tract wrath
stall,3,True,raise stalk stall
steam,5,True,raise steak stead steal steam
axial,3,True,raise align axial
purer,5,True,raise deter cower buyer purer
daily,4,True,raise faint gaily daily
trail,2,True,raise trail
niche,4,True,raise binge niece niche
mealy,4,True,raise cleat fella mealy
juice,4,True,raise utile guide juice
nylon,4,True,raise mulch folly nylon
plump,4,True,raise mulch plumb plump
merry,3,True,raise deter merry
flail,4,True,raise tidal avail flail
papal,4,True,raise tangy macaw papal
wheat,3,True,raise cleat wheat
berry,5,True,raise deter merry ferry berry
cower,3,True,raise deter cower
erect,3,True,raise deter erect
brute,3,True,raise trope brute
leggy,4,True,raise betel cello leggy
snipe,3,True,raise spine snipe
sinew,3,True,raise islet sinew
skier,2,True,raise skier
penny,4,True,raise betel decoy penny
jumpy,4,True,raise mulch dumpy jumpy
rally,3,True,raise randy rally
umbra,4,True,raise adorn chart umbra
scary,5,True,raise strap shard scarf scary
modem,4,True,raise betel woven modem
gross,4,True,raise crust dross gross
avian,3,True,raise align avian
greed,6,True,raise deter creed breed freed greed
satin,3,True,raise basic satin
tonic,4,True,raise pilot toxin tonic
parka,3,True,raise party parka
sniff,4,True,raise stink scion sniff
livid,4,True,raise pilot vigil livid
stark,4,True,raise strap start stark
trump,5,True,raise court truly trunk trump
giddy,4,True,raise pilot windy giddy
reuse,3,True,raise rouse reuse
taboo,3,True,raise tangy taboo
avoid,4,True,raise tidal aphid avoid
quote,4,True,raise lunge queue quote
devil,4,True,raise linen helix devil
liken,3,True,raise linen liken
gloss,3,True,raise floss gloss
gayer,6,True,raise taper lager gamer gazer gayer
beret,3,True,raise deter beret
noise,3,True,raise poise noise
gland,5,True,raise float black llama gland
dealt,4,True,raise cleat leant dealt
sling,5,True,raise stink suing swing sling
rumor,3,True,raise ruddy rumor
opera,3,True,raise alert opera
thigh,3,True,raise glint thigh
tonga,3,True,raise float tonga
flare,4,True,raise grace blare flare
wound,6,True,raise mulch pound found bound wound
white,4,True,raise utile twice white
bulky,4,True,raise mulch bully bulky
etude,4,True,raise lunge chute etude
horse,5,True,raise purse verse worse horse
circa,4,True,raise trail cigar circa
paddy,6,True,raise tangy bawdy daddy caddy paddy
inbox,3,True,raise pilot inbox
fizzy,5,True,raise pilot windy jiffy fizzy
grain,4,True,raise trail braid grain
exert,4,True,raise deter erect exert
surge,3,True,raise spree surge
gleam,4,True,raise cleat glean gleam
belle,5,True,raise lunge clove melee belle
salvo,3,True,raise salon salvo
crush,3,True,raise crust crush
fruit,3,True,raise droit fruit
sappy,5,True,raise salon savvy saucy sappy
taker,4,True,raise taper tamer taker
tract,3,True,raise adorn tract
ovine,4,True,raise utile opine ovine
spiky,4,True,raise stink skill spiky
frank,5,True,raise adorn crank prank frank
reedy,4,True,raise ruler retch reedy
filth,3,True,raise pilot filth
spasm,3,True,raise slash spasm
heave,4,True,raise blade weave heave
mambo,4,True,raise tangy macaw mambo
right,3,True,raise robin right
clank,4,True,raise float black clank
trust,3,True,raise crust trust
lumen,4,True,raise betel golem lumen
borne,5,True,raise trope forge horde borne
spook,4,True,raise stunk shock spook
sauce,3,True,raise caste sauce
amber,3,True,raise alert amber
lathe,4,True,raise cable halve lathe
carat,4,True,raise party tarot carat
corer,5,True,raise deter cower cover corer
dirty,3,True,raise droit dirty
slyly,5,True,raise stunk scowl shyly slyly
affix,4,True,raise tidal khaki affix
alloy,4,True,raise float allow alloy
taint,4,True,raise faint paint taint
sheep,4,True,raise spelt sweep sheep
kinky,5,True,raise pilot windy ninny kinky
wooly,4,True,raise mulch blown wooly
mauve,4,True,raise cable gauze mauve
flung,4,True,raise mulch flunk flung
yacht,3,True,raise tangy yacht
fried,2,True,raise fried
quail,5,True,raise tidal avail flail quail
brunt,4,True,raise court grunt brunt
grimy,4,True,raise print grill grimy
curvy,4,True,raise court curly curvy
cagey,4,True,raise navel matey cagey
rinse,2,True,raise rinse
deuce,4,True,raise lunge chute deuce
state,4,True,raise slate skate state
grasp,4,True,raise crass trash grasp
milky,4,True,raise pilot filmy milky
bison,3,True,raise stoic bison
graft,4,True,raise adorn tract graft
sandy,4,True,raise salon sauna sandy
baste,6,False,raise caste waste paste haste taste
flask,5,True,raise slash blast clasp flask
hedge,4,True,raise lunge wedge hedge
girly,4,True,raise droit incur girly
swash,4,True,raise slash smash swash
boney,3,True,raise betel boney
coupe,4,True,raise lunge chute coupe
endow,4,True,raise betel enjoy endow
abhor,4,True,raise adorn arbor abhor
welch,4,True,raise betel cello welch
blade,2,True,raise blade
tight,6,False,raise pilot night might wight fight
geese,4,True,raise loose dense geese
miser,2,True,raise miser
mirth,5,True,raise droit girth birth mirth
cloud,4,True,raise mulch could cloud
cabal,4,True,raise tangy macaw cabal
leech,3,True,raise betel leech
close,3,True,raise loose close
tenth,4,True,raise betel depth tenth
pecan,4,True,raise cleat decay pecan
droit,2,True,raise droit
grail,4,True,raise trail frail grail
clone,4,True,raise lunge noble clone
guise,3,True,raise poise guise
ralph,4,True,raise randy rajah ralph
tango,3,True,raise tangy tango
biddy,5,True,raise pilot windy giddy biddy
smith,4,True,raise stink swift smith
mower,6,True,raise deter cower power lower mower
payee,4,True,raise cable gauze payee
serif,3,True,raise miser serif
drape,4,True,raise grace drake drape
fifth,5,True,raise pilot width ninth fifth
spank,4,True,raise stalk shank spank
glaze,5,True,raise blade plate flame glaze
allot,3,True,raise float allot
truck,3,True,raise court truck
kayak,4,True,raise tangy bayou kayak
virus,3,True,raise strip virus
testy,4,True,raise spelt zesty testy
tepee,4,True,raise lunge theme tepee
fully,5,True,raise mulch bully gully fully
zonal,5,True,raise float local modal zonal
metro,3,True,raise deter metro
curry,3,True,raise court curry
grand,4,True,raise adorn brand grand
banjo,4,True,raise tangy banal banjo
axion,4,True,raise align avian axion
bezel,4,True,raise betel bevel bezel
occur,3,True,raise court occur
chain,4,True,raise tidal khaki chain
nasal,3,True,raise salon nasal
gooey,5,True,raise betel woven modem gooey
filer,4,True,raise diner liver filer
brace,4,True,raise grace trace brace
allay,3,True,raise float allay
pubic,3,True,raise pilot pubic
raven,3,True,raise ramen raven
plead,5,True,raise cleat glean bleak plead
gnash,4,True,raise slash awash gnash
flaky,4,True,raise float flack flaky
munch,3,True,raise mulch munch
dully,6,True,raise mulch bully gully fully dully
eking,3,True,raise edict eking
thing,4,True,raise glint tying thing
slink,3,True,raise stink slink
hurry,4,True,raise court furry hurry
theft,4,True,raise betel empty theft
shorn,3,True,raise short shorn
pygmy,3,True,raise mulch pygmy
ranch,3,True,raise randy ranch
wring,4,True,raise print bring wring
lemon,4,True,raise betel cello lemon
shore,6,True,raise spree store swore score shore
mamma,4,True,raise tangy macaw mamma
froze,5,True,raise trope drove broke froze
newer,4,True,raise deter never newer
style,3,True,raise stone style
moose,5,True,raise loose goose noose moose
antic,3,True,raise tidal antic
drown,5,True,raise court prong frown drown
vegan,4,True,raise cleat kebab vegan
chess,3,True,raise chest chess
guppy,4,True,raise mulch pudgy guppy
union,4,True,raise glint unify union
lever,5,True,raise deter never fever lever
lorry,4,True,raise court dowry lorry
image,3,True,raise inane image
cabby,4,True,raise tangy bawdy cabby
druid,3,True,raise droit druid
exact,4,True,raise cleat enact exact
truth,6,True,raise court truly trunk trump truth
dopey,5,True,raise betel woven modem dopey
spear,5,True,raise smear swear shear spear
cried,5,True,raise fried pried tried cried
chime,5,True,raise utile opine chide chime
crony,4,True,raise court crown crony
stunk,2,True,raise stunk
timid,4,True,raise pilot width timid
batch,6,False,raise tangy caput hatch watch latch
gauge,4,True,raise cable gauze gauge
rotor,4,True,raise ruddy robot rotor
crack,5,True,raise adorn tract wrack crack
curve,4,True,raise trope nerve curve
latte,4,True,raise cable halve latte
witch,4,True,raise pilot width witch
bunch,4,True,raise mulch butch bunch
repel,5,True,raise ruler rebel revel repel
anvil,4,True,raise tidal avail anvil
soapy,4,True,raise stalk swamp soapy
meter,3,True,raise deter meter
broth,4,True,raise court throb broth
madly,5,True,raise tangy bawdy dally madly
dried,6,True,raise fried pried tried cried dried
scene,3,True,raise stone scene
known,4,True,raise mulch goody known
magma,4,True,raise tangy gamma magma
roost,2,True,raise roost
woman,4,True,raise float gonad woman
thong,4,True,raise mulch whoop thong
punch,5,True,raise mulch butch hunch punch
pasty,5,True,raise salon hasty tasty pasty
downy,4,True,raise mulch goody downy
knead,4,True,raise cleat ahead knead
whirl,4,True,raise print quirk whirl
rapid,4,True,raise radio rabid rapid
clang,5,True,raise float black clamp clang
anger,4,True,raise alert amber anger
drive,5,True,raise tripe brine grime drive
goofy,4,True,raise mulch goody goofy
email,3,True,raise ideal email
music,3,True,raise stoic music
stuff,5,True,raise stunk study stump stuff
bleep,4,True,raise betel bleed bleep
rider,4,True,raise rivet riper rider
mecca,4,True,raise cleat peach mecca
folio,3,True,raise pilot folio
setup,3,True,raise spelt setup
verso,3,True,raise cress verso
quash,5,True,raise slash awash gnash quash
fauna,4,True,raise tangy naval fauna
gummy,4,True,raise mulch dumpy gummy
happy,6,True,raise tangy bawdy mammy jazzy happy
newly,4,True,raise betel cello newly
fussy,3,True,raise floss fussy
relic,3,True,raise rivet relic
guava,4,True,raise float aback guava
ratty,4,True,raise randy rally ratty
fudge,4,True,raise lunge budge fudge
femur,4,True,raise deter lemur femur
chirp,3,True,raise print chirp
forte,3,True,raise trope forte
alibi,3,True,raise align alibi
whine,4,True,raise utile opine whine
petty,4,True,raise betel jetty petty
golly,6,True,raise mulch folly jolly dolly golly
plait,3,True,raise tidal plait
fleck,4,True,raise betel whelp fleck
felon,5,True,raise betel cello melon felon
gourd,4,True,raise court mourn gourd
brown,6,True,raise court prong frown drown brown
thrum,3,True,raise court thrum
ficus,3,True,raise stoic ficus
stash,5,True,raise slash smash swash stash
decry,4,True,raise deter derby decry
wiser,3,True,raise miser wiser
junta,5,True,raise float twang aunty junta
visor,3,True,raise strip visor
daunt,5,True,raise tangy jaunt haunt daunt
scree,3,True,raise spree scree
impel,3,True,raise linen impel
await,4,True,raise tidal antic await
press,4,True,raise cress dress press
whose,5,True,raise loose those chose whose
turbo,4,True,raise court tutor turbo
stoop,5,True,raise stunk stool stood stoop
speak,4,True,raise steak sneak speak
mangy,3,True,raise tangy mangy
eying,4,True,raise edict eking eying
inlet,3,True,raise linen inlet
crone,6,True,raise trope drove broke froze crone
pulse,3,True,raise loose pulse
mossy,4,True,raise floss bossy mossy
staid,3,True,raise snail staid
hence,5,True,raise lunge penne fence hence
pinch,4,True,raise pilot picky pinch
teddy,4,True,raise betel depth teddy
sully,3,True,raise stunk sully
snore,6,False,raise spree store swore score shore
ripen,4,True,raise rivet riper ripen
snowy,4,True,raise stunk shown snowy
attic,4,True,raise tidal antic attic
going,3,True,raise glint going
leach,3,True,raise cleat leach
mouth,3,True,raise mulch mouth
hound,3,True,raise mulch hound
clump,3,True,raise mulch clump
tonal,4,True,raise float octal tonal
bigot,3,True,raise pilot bigot
peril,4,True,raise diner merit peril
piece,6,True,raise binge tilde pique pixie piece
blame,4,True,raise blade blaze blame
haute,5,True,raise cable gauze mauve haute
spied,3,True,raise spiel spied
undid,4,True,raise pilot cynic undid
intro,3,True,raise droit intro
basal,3,True,raise salon basal
shine,4,True,raise spine swine shine
gecko,4,True,raise betel decoy gecko
rodeo,4,True,raise ruler renew rodeo
guard,4,True,raise adorn chard guard
steer,4,True,raise sheer sneer steer
loamy,4,True,raise float koala loamy
scamp,4,True,raise stalk swamp scamp
scram,3,True,raise strap scram
manly,6,True,raise tangy canny dandy lanky manly
hello,4,True,raise betel cello hello
vaunt,6,True,raise tangy jaunt haunt daunt vaunt
organ,3,True,raise adorn organ
feral,3,True,raise alert feral
knock,3,True,raise mulch knock
extra,4,True,raise alert terra extra
condo,3,True,raise mulch condo
adapt,4,True,raise float chant adapt
willy,6,False,raise pilot filmy dilly billy hilly
polka,4,True,raise float koala polka
rayon,3,True,raise randy rayon
skirt,3,True,raise shirk skirt
faith,3,True,raise faint faith
torso,3,True,raise crust torso
match,6,False,raise tangy caput hatch watch latch
mercy,4,True,raise deter merry mercy
tepid,4,True,raise linen fetid tepid
sleek,3,True,raise spelt sleek
riser,3,True,raise risen riser
twixt,4,True,raise glint idiot twixt
peace,4,True,raise blade weave peace
flush,3,True,raise floss flush
catty,6,True,raise tangy batty patty fatty catty
login,4,True,raise pilot logic login
eject,4,True,raise betel event eject
roger,4,True,raise ruler rover roger
rival,2,True,raise rival
untie,3,True,raise binge untie
refit,4,True,raise rivet remit refit
aorta,4,True,raise adorn arbor aorta
adult,3,True,raise float adult
judge,5,True,raise lunge budge fudge judge
rower,5,True,raise ruler rover roger rower
artsy,3,True,raise crass artsy
rural,3,True,raise royal rural
shave,6,True,raise slate spade shake shame shave
