answer,num_guesses,won,guesses
fifty,4,True,raise ponty kitty fifty
sense,5,True,raise loose dense tense sense
giant,3,True,raise alant giant
surly,3,True,raise poynt surly
legal,4,True,raise tepal decal legal
fatal,4,True,raise cyton datum fatal
flunk,3,True,raise mulch flunk
began,3,True,raise tepal began
prune,3,True,raise prong prune
small,4,True,raise clapt shall small
slant,3,True,raise clapt slant
scoff,5,True,raise pluot showy smock scoff
torus,3,True,raise poynt torus
ninny,4,True,raise ponty windy ninny
covey,4,True,raise denet vowel covey
viper,6,True,raise lined tiger fixer piper viper
taken,3,True,raise navel taken
moral,5,True,raise tronc borax foray moral
vogue,3,True,raise nould vogue
owing,4,True,raise clint doing owing
token,4,True,raise denet often token
entry,3,True,raise deter entry
booth,4,True,raise mulch tooth booth
voter,4,True,raise deter outer voter
chide,3,True,raise cloth chide
elfin,3,True,raise lined elfin
ebony,4,True,raise denet enjoy ebony
neigh,4,True,raise edict feign neigh
minim,4,True,raise ponty cinch minim
melon,3,True,raise denet melon
kneed,3,True,raise denet kneed
decoy,3,True,raise denet decoy
voila,3,True,raise align voila
ankle,4,True,raise plant angle ankle
arrow,4,True,raise tronc ardor arrow
mushy,3,True,raise pluot mushy
tribe,5,True,raise tripe trite trice tribe
cease,2,True,raise cease
eager,3,True,raise empty eager
birth,3,True,raise glout birth
graph,5,True,raise tronc drawl gravy graph
odder,4,True,raise deter udder odder
terra,3,True,raise blert terra
weird,3,True,raise fried weird
tried,4,True,raise fried pried tried
clack,4,True,raise clout clank clack
color,3,True,raise count color
rough,3,True,raise ruddy rough
weigh,4,True,raise edict feign weigh
uncut,4,True,raise mulch count uncut
ladle,5,True,raise gulch table maple ladle
strip,2,True,raise strip
craft,3,True,raise tronc craft
minus,3,True,raise shout minus
dicey,3,True,raise lined dicey
titan,3,True,raise alant titan
lucid,4,True,raise ponty civil lucid
vicar,4,True,raise trail cigar vicar
dress,3,True,raise cress dress
ditch,5,True,raise ponty limit hitch ditch
gypsy,3,True,raise floss gypsy
pasta,4,True,raise salon hasty pasta
taffy,5,True,raise cyton tabby tally taffy
flame,4,True,raise plant blaze flame
swoop,5,True,raise pluot snoop scoop swoop
aloof,4,True,raise clout along aloof
sight,3,True,raise shout sight
broke,5,True,raise prong trove erode broke
teary,4,True,raise blert terra teary
chart,3,True,raise tronc chart
sixty,3,True,raise shout sixty
wordy,4,True,raise count dowry wordy
sheer,2,True,raise sheer
leper,5,True,raise deter never fewer leper
nosey,3,True,raise spelt nosey
bulge,3,True,raise nould bulge
savor,2,True,raise savor
clamp,4,True,raise clout clank clamp
funky,5,True,raise mulch pudgy funny funky
foamy,4,True,raise clout gonad foamy
toxic,4,True,raise ponty vomit toxic
brand,3,True,raise tronc brand
plumb,3,True,raise mulch plumb
dingy,4,True,raise ponty windy dingy
butte,4,True,raise nould queue butte
drill,4,True,raise crypt drink drill
tripe,2,True,raise tripe
bicep,3,True,raise lined bicep
tenor,3,True,raise deter tenor
krill,4,True,raise crypt drink krill
worse,4,True,raise purse verse worse
drama,4,True,raise tronc drawl drama
hyena,4,True,raise tepal enema hyena
think,4,True,raise clint tying think
ratio,3,True,raise radio ratio
cobra,4,True,raise tronc coral cobra
basil,5,True,raise basic basin basis basil
scrum,4,True,raise poynt shrub scrum
bused,4,True,raise spelt nosey bused
phone,4,True,raise nould ozone phone
court,3,True,raise count court
camel,5,True,raise navel label hazel camel
proof,4,True,raise count droop proof
heard,4,True,raise blert yearn heard
angel,3,True,raise tepal angel
petal,3,True,raise tepal petal
pouty,4,True,raise mulch pound pouty
throb,3,True,raise count throb
maybe,3,True,raise gulch maybe
fetal,4,True,raise tepal metal fetal
sprig,3,True,raise strip sprig
spine,2,True,raise spine
shout,5,True,raise pluot stout snout shout
cadet,5,True,raise navel matey facet cadet
macro,3,True,raise compt macro
dodgy,4,True,raise mulch goody dodgy
satyr,3,True,raise savor satyr
rarer,4,True,raise ramen racer rarer
binge,4,True,raise lingo hinge binge
trend,3,True,raise deter trend
nutty,5,True,raise mulch pudgy funny nutty
leapt,3,True,raise tepal leapt
amiss,2,True,raise amiss
split,3,True,raise shout split
myrrh,4,True,raise count wryly myrrh
width,4,True,raise ponty filth width
sonar,4,True,raise clapt sugar sonar
tower,4,True,raise deter tuber tower
baron,4,True,raise compt labor baron
fever,4,True,raise deter never fever
waver,4,True,raise empty wager waver
spark,4,True,raise clapt sharp spark
belie,3,True,raise lingo belie
sloop,3,True,raise pluot sloop
expel,4,True,raise denet cheek expel
smote,3,True,raise stone smote
baler,5,True,raise empty wager baker baler
above,4,True,raise plant adobe above
north,3,True,raise count north
wafer,5,True,raise empty wager waver wafer
scant,3,True,raise clapt scant
frill,5,True,raise crypt drink grill frill
awash,3,True,raise shalt awash
snack,5,True,raise clapt smack shack snack
scowl,4,True,raise pluot scold scowl
frail,3,True,raise trail frail
drift,3,True,raise crypt drift
limbo,4,True,raise ponty widow limbo
fence,4,True,raise nould penne fence
motel,4,True,raise denet totem motel
ounce,3,True,raise nould ounce
wreak,5,True,raise blert creak freak wreak
revel,4,True,raise ruler rebel revel
talon,3,True,raise cyton talon
prior,4,True,raise crypt primo prior
knelt,3,True,raise denet knelt
cello,4,True,raise denet belch cello
flake,5,True,raise plant blaze flame flake
debug,4,True,raise denet decoy debug
anode,3,True,raise plant anode
crime,5,True,raise tripe brine grime crime
salve,3,True,raise caste salve
scout,6,True,raise pluot stout snout shout scout
imbue,4,True,raise lingo cutie imbue
pinky,3,True,raise ponty pinky
stave,5,True,raise slate stage stake stave
vague,3,True,raise gulch vague
chock,3,True,raise mulch chock
fight,5,True,raise ponty limit wight fight
video,4,True,raise lined dicey video
stone,2,True,raise stone
teach,3,True,raise tepal teach
cleft,4,True,raise denet exult cleft
frost,4,True,raise crust tryst frost
prawn,5,True,raise tronc brawn drawn prawn
booty,6,True,raise mulch goody booby boozy booty
twist,3,True,raise hoist twist
apnea,3,True,raise tepal apnea
stiff,3,True,raise knelt stiff
plaza,4,True,raise clout plank plaza
ledge,4,True,raise nould delve ledge
tweak,3,True,raise tepal tweak
board,4,True,raise tronc borax board
grant,3,True,raise tronc grant
medic,4,True,raise lined debit medic
bacon,3,True,raise cyton bacon
cable,3,True,raise gulch cable
brawl,4,True,raise tronc drawl brawl
slunk,4,True,raise pluot slung slunk
raspy,2,True,raise raspy
forum,3,True,raise count forum
drone,3,True,raise prong drone
women,5,True,raise denet woven woken women
mucus,4,True,raise pluot mushy mucus
boast,5,True,raise shalt coast toast boast
toddy,5,True,raise mulch goody dowdy toddy
coven,4,True,raise denet woven coven
tumor,4,True,raise count tutor tumor
truer,4,True,raise deter tuber truer
wrath,4,True,raise tronc draft wrath
stall,4,True,raise clapt stalk stall
steam,5,True,raise steak stead steal steam
axial,3,True,raise align axial
purer,5,True,raise deter womby ulcer purer
daily,4,True,raise faint gaily daily
trail,2,True,raise trail
niche,4,True,raise lingo niece niche
mealy,4,True,raise tepal leaky mealy
juice,3,True,raise cloth juice
nylon,4,True,raise mulch folly nylon
plump,4,True,raise mulch plumb plump
merry,3,True,raise deter merry
flail,5,True,raise alant claim plaid flail
papal,4,True,raise cyton gamma papal
wheat,4,True,raise tepal cheat wheat
berry,5,True,raise deter merry ferry berry
cower,6,True,raise deter womby power lower cower
erect,3,True,raise deter erect
brute,4,True,raise prong truce brute
leggy,4,True,raise denet belch leggy
snipe,3,True,raise spine snipe
sinew,3,True,raise islet sinew
skier,2,True,raise skier
penny,5,True,raise denet bench venom penny
jumpy,4,True,raise mulch dumpy jumpy
rally,3,True,raise randy rally
umbra,4,True,raise tronc award umbra
scary,4,True,raise clapt scarf scary
modem,4,True,raise denet model modem
gross,4,True,raise crust dross gross
avian,3,True,raise align avian
greed,6,True,raise deter creed breed freed greed
satin,3,True,raise basic satin
tonic,3,True,raise ponty tonic
parka,4,True,raise compt parry parka
sniff,3,True,raise knelt sniff
livid,4,True,raise ponty civil livid
stark,3,True,raise clapt stark
trump,4,True,raise count truly trump
giddy,4,True,raise ponty filmy giddy
reuse,3,True,raise rouse reuse
taboo,3,True,raise cyton taboo
avoid,4,True,raise alant aphid avoid
quote,3,True,raise nould quote
devil,3,True,raise lined devil
liken,3,True,raise lined liken
gloss,3,True,raise floss gloss
gayer,4,True,raise empty layer gayer
beret,3,True,raise deter beret
noise,3,True,raise poise noise
gland,5,True,raise clout plank bland gland
dealt,4,True,raise tepal delta dealt
sling,3,True,raise knelt sling
rumor,3,True,raise ruddy rumor
opera,3,True,raise blert opera
thigh,3,True,raise clint thigh
tonga,4,True,raise clout today tonga
flare,4,True,raise bract glare flare
wound,6,True,raise mulch pound found bound wound
white,3,True,raise cloth white
bulky,4,True,raise mulch bully bulky
etude,3,True,raise nould etude
horse,5,True,raise purse verse worse horse
circa,4,True,raise trail cigar circa
paddy,5,True,raise cyton badly daddy paddy
inbox,3,True,raise ponty inbox
fizzy,4,True,raise ponty filmy fizzy
grain,4,True,raise trail braid grain
exert,4,True,raise deter erect exert
surge,3,True,raise spree surge
gleam,4,True,raise tepal glean gleam
belle,4,True,raise nould cycle belle
salvo,3,True,raise salon salvo
crush,3,True,raise crust crush
fruit,3,True,raise glout fruit
sappy,5,True,raise salon savvy saucy sappy
taker,4,True,raise empty cater taker
tract,4,True,raise tronc track tract
ovine,4,True,raise cloth opine ovine
spiky,4,True,raise knelt skimp spiky
frank,5,True,raise tronc brand prank frank
reedy,4,True,raise ruler retch reedy
filth,3,True,raise ponty filth
spasm,3,True,raise shalt spasm
heave,5,True,raise plant awake evade heave
mambo,3,True,raise cyton mambo
right,3,True,raise robin right
clank,3,True,raise clout clank
trust,3,True,raise crust trust
lumen,5,True,raise denet woven hymen lumen
borne,3,True,raise prong borne
spook,5,True,raise pluot snoop spoof spook
sauce,3,True,raise caste sauce
amber,4,True,raise blert debar amber
lathe,3,True,raise gulch lathe
carat,3,True,raise compt carat
corer,5,True,raise deter womby cover corer
dirty,4,True,raise glout birth dirty
slyly,3,True,raise pluot slyly
affix,4,True,raise alant aphid affix
alloy,4,True,raise clout allow alloy
taint,4,True,raise faint paint taint
sheep,4,True,raise spelt sweep sheep
kinky,5,True,raise ponty windy ninny kinky
wooly,4,True,raise mulch blown wooly
mauve,3,True,raise gulch mauve
flung,4,True,raise mulch flunk flung
yacht,4,True,raise cyton tacky yacht
fried,2,True,raise fried
quail,3,True,raise alant quail
brunt,4,True,raise count grunt brunt
grimy,4,True,raise crypt briny grimy
curvy,4,True,raise count curly curvy
cagey,4,True,raise navel matey cagey
rinse,2,True,raise rinse
deuce,4,True,raise nould etude deuce
state,4,True,raise slate skate state
grasp,4,True,raise crass trash grasp
milky,4,True,raise ponty filmy milky
bison,4,True,raise shout disco bison
graft,4,True,raise tronc draft graft
sandy,4,True,raise salon sauna sandy
baste,6,False,raise caste waste paste haste taste
flask,4,True,raise shalt class flask
hedge,4,True,raise nould wedge hedge
girly,3,True,raise glout girly
swash,4,True,raise shalt smash swash
boney,5,True,raise denet money honey boney
coupe,4,True,raise nould gouge coupe
endow,4,True,raise denet blend endow
abhor,4,True,raise tronc borax abhor
welch,4,True,raise denet belch welch
blade,4,True,raise plant blaze blade
tight,6,True,raise ponty limit wight fight tight
geese,4,True,raise loose dense geese
miser,2,True,raise miser
mirth,4,True,raise glout birth mirth
cloud,4,True,raise mulch could cloud
cabal,4,True,raise cyton caulk cabal
leech,4,True,raise denet beech leech
close,3,True,raise loose close
tenth,3,True,raise denet tenth
pecan,3,True,raise tepal pecan
droit,3,True,raise glout droit
grail,4,True,raise trail frail grail
clone,3,True,raise nould clone
guise,3,True,raise poise guise
ralph,4,True,raise randy rajah ralph
tango,3,True,raise cyton tango
biddy,5,True,raise ponty filmy giddy biddy
smith,4,True,raise knelt stiff smith
mower,4,True,raise deter womby mower
payee,4,True,raise gulch maybe payee
serif,3,True,raise miser serif
drape,3,True,raise bract drape
fifth,4,True,raise ponty filth fifth
spank,4,True,raise clapt spawn spank
glaze,4,True,raise plant blaze glaze
allot,3,True,raise clout allot
truck,3,True,raise count truck
kayak,4,True,raise cyton badly kayak
virus,3,True,raise strip virus
testy,4,True,raise spelt zesty testy
tepee,4,True,raise nould theme tepee
fully,5,True,raise mulch bully gully fully
zonal,5,True,raise clout modal loyal zonal
metro,3,True,raise deter metro
curry,5,True,raise count curly curvy curry
grand,4,True,raise tronc brand grand
banjo,4,True,raise cyton mango banjo
axion,4,True,raise align avian axion
bezel,4,True,raise denet bevel bezel
occur,3,True,raise count occur
chain,3,True,raise alant chain
nasal,3,True,raise salon nasal
gooey,4,True,raise denet vowel gooey
filer,3,True,raise lined filer
brace,3,True,raise bract brace
allay,4,True,raise clout plank allay
pubic,4,True,raise ponty pupil pubic
raven,3,True,raise ramen raven
plead,3,True,raise tepal plead
gnash,4,True,raise shalt awash gnash
flaky,4,True,raise clout plank flaky
munch,3,True,raise mulch munch
dully,6,True,raise mulch bully gully fully dully
eking,3,True,raise edict eking
thing,4,True,raise clint tying thing
slink,3,True,raise knelt slink
hurry,4,True,raise count furry hurry
theft,4,True,raise denet exult theft
shorn,5,True,raise poynt scorn sworn shorn
pygmy,3,True,raise mulch pygmy
ranch,3,True,raise randy ranch
wring,5,True,raise crypt drink bring wring
lemon,4,True,raise denet melon lemon
shore,6,True,raise spree store swore score shore
mamma,4,True,raise cyton gamma mamma
froze,6,True,raise prong trove erode broke froze
newer,4,True,raise deter never newer
style,3,True,raise stone style
moose,5,True,raise loose goose noose moose
antic,3,True,raise alant antic
drown,5,True,raise count frown grown drown
vegan,4,True,raise tepal began vegan
chess,3,True,raise chest chess
guppy,4,True,raise mulch pudgy guppy
union,4,True,raise clint unify union
lever,5,True,raise deter never fever lever
lorry,4,True,raise count dowry lorry
image,3,True,raise inane image
cabby,4,True,raise cyton caddy cabby
druid,3,True,raise glout druid
exact,4,True,raise tepal enact exact
truth,5,True,raise count truly trump truth
dopey,4,True,raise denet dowel dopey
spear,5,True,raise smear swear shear spear
cried,5,True,raise fried pried tried cried
chime,4,True,raise cloth chide chime
crony,3,True,raise count crony
stunk,3,True,raise pluot stunk
timid,4,True,raise ponty limit timid
batch,6,False,raise cyton hatch watch latch patch
gauge,4,True,raise gulch gauze gauge
rotor,4,True,raise ruddy robot rotor
crack,4,True,raise tronc wrack crack
curve,4,True,raise prong there curve
latte,4,True,raise gulch table latte
witch,6,True,raise ponty limit hitch ditch witch
bunch,4,True,raise mulch butch bunch
repel,5,True,raise ruler rebel revel repel
anvil,3,True,raise alant anvil
soapy,3,True,raise clapt soapy
meter,3,True,raise deter meter
broth,4,True,raise count throb broth
madly,4,True,raise cyton badly madly
dried,6,True,raise fried pried tried cried dried
scene,3,True,raise stone scene
known,4,True,raise mulch goody known
magma,4,True,raise cyton gamma magma
roost,2,True,raise roost
woman,4,True,raise clout gonad woman
thong,4,True,raise mulch whoop thong
punch,5,True,raise mulch butch hunch punch
pasty,5,True,raise salon hasty tasty pasty
downy,4,True,raise mulch goody downy
knead,4,True,raise tepal ahead knead
whirl,4,True,raise crypt quirk whirl
rapid,4,True,raise radio rabid rapid
clang,4,True,raise clout clank clang
anger,4,True,raise blert cedar anger
drive,5,True,raise tripe brine grime drive
goofy,4,True,raise mulch goody goofy
email,3,True,raise ideal email
music,3,True,raise shout music
stuff,5,True,raise pluot stunk study stuff
bleep,4,True,raise denet cheek bleep
rider,4,True,raise rivet riper rider
mecca,4,True,raise tepal beady mecca
folio,4,True,raise ponty comic folio
setup,3,True,raise spelt setup
verso,3,True,raise cress verso
quash,5,True,raise shalt awash gnash quash
fauna,4,True,raise cyton banal fauna
gummy,4,True,raise mulch dumpy gummy
happy,6,False,raise cyton badly gawky mammy jazzy
newly,4,True,raise denet melon newly
fussy,3,True,raise floss fussy
relic,3,True,raise rivet relic
guava,4,True,raise clout human guava
ratty,4,True,raise randy rally ratty
fudge,4,True,raise nould budge fudge
femur,4,True,raise deter lemur femur
chirp,3,True,raise crypt chirp
forte,4,True,raise prong force forte
alibi,3,True,raise align alibi
whine,3,True,raise cloth whine
petty,5,True,raise denet lefty jetty petty
golly,6,True,raise mulch folly jolly dolly golly
plait,3,True,raise alant plait
fleck,4,True,raise denet whelp fleck
felon,4,True,raise denet melon felon
gourd,3,True,raise count gourd
brown,6,True,raise count frown grown drown brown
thrum,3,True,raise count thrum
ficus,4,True,raise shout minus ficus
stash,3,True,raise shalt stash
decry,4,True,raise deter derby decry
wiser,3,True,raise miser wiser
junta,4,True,raise clout aunty junta
visor,3,True,raise strip visor
daunt,6,False,raise cyton jaunt taunt gaunt haunt
scree,3,True,raise spree scree
impel,3,True,raise lined impel
await,3,True,raise alant await
press,4,True,raise cress dress press
whose,5,True,raise loose those chose whose
turbo,4,True,raise count tutor turbo
stoop,3,True,raise pluot stoop
speak,4,True,raise steak sneak speak
mangy,4,True,raise cyton manly mangy
eying,4,True,raise edict eking eying
inlet,3,True,raise lined inlet
crone,4,True,raise prong drone crone
pulse,3,True,raise loose pulse
mossy,4,True,raise floss bossy mossy
staid,3,True,raise snail staid
hence,5,True,raise nould penne fence hence
pinch,3,True,raise ponty pinch
teddy,3,True,raise denet teddy
sully,4,True,raise pluot sulky sully
snore,6,False,raise spree store swore score shore
ripen,4,True,raise rivet riper ripen
snowy,4,True,raise pluot showy snowy
attic,3,True,raise alant attic
going,4,True,raise clint doing going
leach,4,True,raise tepal leaky leach
mouth,3,True,raise mulch mouth
hound,3,True,raise mulch hound
clump,3,True,raise mulch clump
tonal,4,True,raise clout total tonal
bigot,3,True,raise ponty bigot
peril,3,True,raise lined peril
piece,5,True,raise lingo pique pixie piece
blame,5,True,raise plant blaze blade blame
haute,3,True,raise gulch haute
spied,3,True,raise spiel spied
undid,4,True,raise ponty cumin undid
intro,3,True,raise glout intro
basal,3,True,raise salon basal
shine,4,True,raise spine swine shine
gecko,4,True,raise denet belch gecko
rodeo,4,True,raise ruler renew rodeo
guard,4,True,raise tronc award guard
steer,4,True,raise sheer sneer steer
loamy,4,True,raise clout modal loamy
scamp,3,True,raise clapt scamp
scram,3,True,raise clapt scram
manly,3,True,raise cyton manly
hello,4,True,raise denet belch hello
vaunt,6,False,raise cyton jaunt taunt gaunt haunt
organ,3,True,raise tronc organ
feral,3,True,raise blert feral
knock,3,True,raise mulch knock
extra,4,True,raise blert terra extra
condo,3,True,raise mulch condo
adapt,3,True,raise clout adapt
willy,6,False,raise ponty filmy dilly billy hilly
polka,5,True,raise clout modal koala polka
rayon,3,True,raise randy rayon
skirt,3,True,raise shirk skirt
faith,3,True,raise faint faith
torso,3,True,raise crust torso
match,6,False,raise cyton hatch watch latch patch
mercy,4,True,raise deter merry mercy
tepid,4,True,raise lined fetid tepid
sleek,3,True,raise spelt sleek
riser,3,True,raise risen riser
twixt,4,True,raise clint idiot twixt
peace,3,True,raise plant peace
flush,3,True,raise floss flush
catty,3,True,raise cyton catty
login,3,True,raise ponty login
eject,4,True,raise denet elect eject
roger,4,True,raise ruler rover roger
rival,2,True,raise rival
untie,3,True,raise lingo untie
refit,4,True,raise rivet remit refit
aorta,3,True,raise tronc aorta
adult,3,True,raise clout adult
judge,5,True,raise nould budge fudge judge
rower,5,True,raise ruler rover roger rower
artsy,3,True,raise crass artsy
rural,3,True,raise royal rural
shave,6,True,raise slate spade shake shame shave
